username,date,rating,review,likes,dislikes
9311****,2017.06.24. 02:07,10,현실과 판타지의 타협점 그래서 더 로맨틱함,85,2
hmo0****,2017.06.25. 00:22,10,"이 영화를 누가 13년전의 영화라 생각할까.화와이안 특유의 느낌과 영상미를 완벽하게 챙기고, 주연 조연 할거 없이 완벽하게 3박자가 맞아 떨어지는 그런 영화이다.앞으로도 근 몇OO간 이걸 뛰어 넘는 로맨틱 코미디영화는 나오기 힘들것이다.",83,5
kima****,2017.06.22. 20:31,10,사랑이 너무 예쁘고 벅차서 계속 울게된다,75,10
ktig****,2017.06.23. 21:12,10,괜히 재계봉을 하는게 아니군요...진짜 인생영화...너무 빨리 끝난다고 느껴질 정도였네요...연기도 진짜 장난아니고 내용이 일단 개쩝니다...어제 트랜스포머 봤는데 너무 상반되게 꿀잼이네요.. .,64,16
ax23****,2017.08.21. 18:10,9,"주연도, 조연도, 배경도, 펭귄도 모두 사랑스러웠다!사라지는게 아까워서 아껴먹은 솜사탕같던 영화",25,1
wyfm****,2017.08.03. 17:42,10,저렇게 처음과 똑같이 변치않고 사랑할 수 있을까,22,0
jorn****,2017.09.08. 23:46,10,로맨틱 코메디 영화중 당연,18,1
yeju****,2017.08.30. 12:31,9,마음 잔잔하게 해주고 저런 남자라면 사랑해보고 싶다는 느낌주는 영화였어요 ㅎㅎㅎ 재개봉한거여서 옛날느낌 나는것도 좋았어요!,16,1
malm****,2017.06.30. 23:47,9,멋진 영화였다. 현실적으로 가능할까?의 문제보다는 진정한 사랑이 무엇일까의 문제를 더 깊이 생각해 볼 수 있는 영화.,10,1
jung****,2017.07.14. 12:50,9,처음에는 전개가좀느려서 별로기대안했는데 중반부터는 너무도 빠져들어본영화??잔잔한감동과 사랑이라는감정에대해 깊이생각나게해준영화였어요,5,0
pm90****,2017.11.04. 14:03,10,귀엽고 사랑스러운 로맨스 영화,6,1
lsh6****,2017.07.13. 20:04,10,내 맘속 인생영화는 이녀석이 된 듯하다,6,1
pret****,2017.08.01. 16:53,10,사랑이 넘치는 너무 예쁜 영화ㅠㅠㅠ,4,0
j_ii****,2017.11.12. 18:32,10,간만에 기분 좋게 본 영화!,5,1
wowp****,2017.07.16. 15:15,9,한컷한컷 보는곳마다 그곳에 있고싶었다,4,1
mup0****,2017.08.05. 10:24,8,음악도 좋고 구성도  좋고!!,2,0
o_o3****,2017.07.22. 22:31,10,너무 여운이 느껴지는 영화였습니다 ! 사랑하는 사람과 함께보면 더더 좋은 영화인것같네요 ㅎㅎ,2,0
sall****,2017.07.19. 16:10,10,맘 따뜻해지고 귀여운 영화,2,0
thdn****,2017.07.10. 17:17,8,괜찮았씁니다!!!랄라라라 남자친구랑 봐서 좋았어요,2,0
kang****,2017.07.02. 22:30,10,사랑하는사람과 보면행복한영화,2,0
grea****,2017.07.01. 23:32,10,오랜만에 다시 봐서 좋았습니딘.,2,0
jjoi****,2017.06.28. 19:10,10,나도 저런 사랑을 할수 있을까?,2,0
sjch****,2017.08.17. 14:01,10,정말 멋진 작품입니다.,3,1
bill****,2017.07.28. 07:34,10,가벼운 마음으로 봣는데  의외로 스토리가 좋고 아주 재미있었음다,3,1
hanl****,2017.11.26. 21:15,8,간만에 다시봐서 재미있었어요^^,4,2
rltj****,2017.09.27. 15:32,8,옛날 영화라 걱정했는데 재개봉 하는 이유를 알겠더라구요 나름 재미 있었어요!,1,0
anna****,2017.07.28. 15:21,9,뻔한 내용이지만 재밌게 풀어낸,1,0
mhba****,2017.06.28. 22:56,9,상큼발랄한 영화였다.  젊은 연인들 뿐만 아니라 중년부부도 기분전환용으로 보기에 즐거운 영화다,1,0
omi0****,2017.06.28. 21:17,10,역시 옛기억 그대로 재밌었습니다,1,0
1412****,2017.06.28. 19:32,7,예전부터 보고 싶었는데 이번에 재개봉 해서 봤어요 달달한 영화~,1,0
leej****,2017.06.28. 14:34,10,구웃~ 또봐야징ㅋㅋ 재미있었음,1,0
shar****,2017.06.28. 11:22,6,현실에서 저런 사랑을 할 수 있을까 생각들고 부러운 영화..,1,0
kshi****,2017.06.28. 11:02,9,로맨스코미디 장르 오랜만에 보고 즐겨보지 않는편인데 재미있게 봣어요~추천드려요,1,0
ghwl****,2017.06.26. 23:19,9,영상미가 너무 이뿌용ㅎㅎ,1,0
wjsg****,2017.06.26. 19:15,10,옛감성을 일으키는듯한 감성영화,1,0
hong****,2017.07.08. 01:15,10,최고의 로맨틱 코미디 영화,2,1
kayo****,2017.08.23. 20:25,10,내 명작 띵작 인생작 내삶은 작두를 타네 발목 틱하면 떨어지는 세상 체킷요오,0,0
99ho****,2017.08.14. 21:23,9,배경도 인물도 멋져요~~,0,0
djc0****,2017.08.10. 22:34,10,첫사랑이 생각나는 내용,0,0
tjdu****,2017.08.03. 08:27,9,다시봐도 감동적인 영화,0,0
nezz****,2017.07.25. 20:27,10,스토리도 재밌고 감동주는 명작이었음,0,0
js2u****,2017.07.25. 18:39,10,재개봉 하게되어 영화관에서 또보는데도 감동,0,0
kysg****,2017.07.25. 13:22,10,재밌었어요~~ 뻔하지않은 결말과 중간에 코믹한요소까지~,0,0
rrr1****,2017.07.24. 00:30,10,보는 내내 유머가 가득했던 영화,0,0
judi****,2017.07.23. 22:58,10,재개봉기다렸어요~ 추천합니당!,0,0
kazz****,2017.07.23. 22:51,10,사랑스러운 영화입니다 ^^,0,0
brow****,2017.07.22. 10:07,10,좋았어요!!남자주인공 대단,0,0
ange****,2017.07.21. 13:19,10,완젼 김동이였슺니다!!!,0,0
jieu****,2017.07.17. 21:17,10,"언제봐도 좋은 영화,  매번 여운이 남는다",0,0
asdf****,2017.07.16. 09:30,9,옛날에도 느꼈지만 영화가 정말 이쁘다,0,0
sbg9****,2017.07.16. 09:04,10,다시 ㅡ봐도 언제봐도 명작,0,0
nacy****,2017.07.16. 01:54,8,"달달한 이야기, 적절한 웃음^^",0,0
hui0****,2017.07.13. 12:37,10,매일 한 여자를 사랑에 빠지게 하는 남자의 이야기,0,0
kch3****,2017.07.13. 11:45,8,딱히 특별한 내용은 없었지만 소소하게 웃고 감동받고 재미있었어요,0,0
dori****,2017.07.13. 00:48,10,구웃입니다 잘봤어요!!,0,0
mphg****,2017.07.12. 17:21,9,잼네야 ㅠㅠ 이 영화가 유명하고 전부터 보고 싶엇던 거라서ㅜ시사회를 응모했지만 떨어져서 굉장히 우울해했습니다 너무 뻔한 스토리이기도 하고 말도 안되는 상황이기도 하고 기대 안하고 가서 봣지만 시간 가는줄 모르고 봣네여 정말 재미있엇숩니다 ㅎㅎ,0,0
orlo****,2017.07.12. 16:31,9,코미디와 로맨스가 적절히 섞인 편하게 볼수있는 영화,0,0
nosu****,2017.07.12. 12:18,10,재개봉해서 너무 좋아요 놓치지 않고 봐서 다행!,0,0
hwan****,2017.07.11. 20:11,10,재미재미재미져요ㅎㅎㅎ,0,0
wjdr****,2017.07.11. 08:56,10,한번쯤은 보고싶었던 영화 생각 외로 재미있음,0,0
dbru****,2017.07.10. 17:51,9,예쁜 사랑 ^^ 여자주인공 예쁘당,0,0
sy69****,2017.07.10. 15:27,8,역시 재개봉영화는 믿을만합니다,0,0
y806****,2017.07.10. 14:42,8,평점이  좋아 봤는데...,0,0
myfr****,2017.07.10. 08:56,9,"예전에 봤는데도,또 봐도 너무 좋은용화^^",0,0
wltj****,2017.07.09. 16:22,10,오랜만에 본 가슴 뭉클하고 재밌는 영화얐어요,0,0
pilm****,2017.07.09. 11:23,7,너무 동화같고 예쁜사랑이라서 부럽다,0,0
jh37****,2017.07.07. 14:51,8,재밌었어유정말루요꼭보세요,0,0
ji_h****,2017.07.06. 23:20,8,신선한 내용이여서 흥미있었어요 잘봣습니다,0,0
rms0****,2017.07.06. 14:46,9,재밌었어요. 정말로 재밌었어요.,0,0
mari****,2017.07.06. 12:50,10,꿀잼 달달함 재밋음 십자,0,0
hsg9****,2017.07.05. 22:21,10,우와달달하네요재밌어요,0,0
shin****,2017.07.05. 22:00,10,다시봐도 여운이 남는 영화네요 아마 앞으로도 몇번이고 더 볼꺼 같습니다!,0,0
shym****,2017.07.05. 17:49,10,넘나잼나요~~사랑에대해 생각하게되네요,0,0
show****,2017.07.05. 10:53,10,재밌음재밌음재밌음재밌음재밌음,0,0
suny****,2017.07.05. 10:38,10,향수를 자극하는영화. 좋았습니다,0,0
dlrm****,2017.07.04. 22:35,10,잼뜸!짱잼뜸!여친이랑봤뜸!,0,0
rkds****,2017.07.04. 12:11,9,전여자친구랑 재밋게 봤네요,0,0
ping****,2017.07.03. 19:06,10,결말이너무아름답네요,0,0
rain****,2017.07.03. 17:38,10,재미있었어요!!!! 역시 명작은 괜히 명작이 아닌!!,0,0
pure****,2017.07.03. 17:12,8,처음에는 그냥 그랬는데 뒤로갈수록 좋았어요,0,0
krho****,2017.07.03. 11:04,10,진짜 재밌었어요!! 같이 본 사람도 너무 즐거워 해서 성공적인 데이트를 만들어 준 일등공신 !,0,0
lss2****,2017.07.02. 22:12,10,완전 재밌고 유쾌했어요,0,0
kell****,2017.07.02. 18:35,10,다시봐도 역시 좋네요!,0,0
hyle****,2017.07.02. 18:11,9,유쾌한 로멘스 영화.  배우들 연기력도 좋고.,0,0
shar****,2017.07.02. 17:03,10,너무 좋았어요 이런 영화 많이 개봉했으면,0,0
hosa****,2017.07.02. 05:10,10,진짜 재미있었다!!!,0,0
nyjg****,2017.07.02. 02:58,8,나쁘지 않다 작은 감동이 있다,0,0
sl85****,2017.07.02. 01:57,10,사랑은 위대하다 10자,0,0
dlwj****,2017.07.01. 19:39,9,너무나 아름다운 영화임.,0,0
yunm****,2017.07.01. 07:26,10,오랜만에 영화관에서 봤는데 넘 재밌었어요~~,0,0
jack****,2017.07.01. 03:52,10,두 번 본 영화지만 정말 여운이 많이 남네요,0,0
lya0****,2017.06.30. 18:34,10,보고 또 봐도 너무 좋은 영화아는 내용 인데도 보는내내 입가에 미소가 번져요,0,0
hayl****,2017.06.30. 16:37,8,마냥 코믹한 이야기일줄 알았는데 아니였다!,0,0
w18w****,2017.06.30. 15:16,9,재밋음 감동 오저요 얖에 같이보단 친구능 감동을 오지게 먹고 울었어요 보람아 감수성 풍부하더라 휴,0,0
junm****,2017.06.30. 13:52,10,너무재미있게봤어요!,0,0
tn93****,2017.06.30. 10:27,10,역시는 역시! 남자친구랑 보니까 더욱 좋았던 영화,0,0
eoto****,2017.06.29. 09:34,10,내가 이런장르를 좋아하는지 미처 몰랐는데 곳곳에 웃음포인트도 많고 달달한 사랑의 끝판을 보여줘서 행복했다. 좋아하는 사람이 옆에 있었기때문에,0,0
llil****,2017.06.29. 08:07,10,너무 행복하게봤어요. 이런영화는 재개봉 환영.,0,0
pprc****,2017.06.28. 23:29,10,웃으며 울며 재밌게 잘보았습니다,0,0
kitt****,2017.06.27. 02:52,10,진짜 다시봐도 너무나도 멋진 영화입니다ㅜㅜ너무 재밌게 잘 봤어요!!롯데시네마 재개봉 해주셔서 감사합니다,0,0
tjdn****,2017.06.26. 18:17,10,명작입니다 한 번 더 볼거에요,0,0
suzy****,2017.06.26. 17:01,8,헌신적인 사랑에 대해 생각해보게 된 영화결말은 만족스러웠다,0,0
ds29****,2017.06.26. 13:48,10,가슴 뭉클한영화  감동적 감상하였음,0,0
aaaa****,2017.06.26. 09:17,10,재개봉은 괜히 재개봉이 아니다!,0,0
maha****,2017.06.26. 08:53,9,역시 아름답고 신나고 재밌는영화입니다 ㅎㅎ,0,0
amug****,2017.10.21. 13:48,10,내 인생의 기억남는 영화중에 하나였는데 재개봉 했네,1,1
a097****,2017.07.09. 01:04,10,너무감동적인 영화였어요~~,1,1
dlrk****,2017.07.09. 00:45,10,너무재미있었고 너무좋았,1,1
dmsa****,2017.07.09. 00:14,10,역시 명작.. 넘 감동적이었다,1,1
boyo****,2017.07.08. 22:28,10,재미있고 감동적이었음,1,1
gjwj****,2017.07.08. 06:45,10,흡 저는 너무 재밌었어요ㅜㅜ 그..수족관씬이 참 이뻤어요,1,1
burn****,2017.07.04. 22:50,8,여자들이 좋아할만한 영화. 물론 남자도 좋아할 수 있다. 여자와 함께라면,1,1
tjgu****,2017.07.03. 21:41,10,킬링타임용으로 볼만한 영화입니닷,1,1
anse****,2017.07.01. 18:41,10,항상 처음처럼 이란 생각이들던영화,1,1
hbna****,2017.07.01. 13:23,9,가볍게 볼 수 있는 좋은 영화!,1,1
suna****,2017.07.01. 08:32,10,남자의 지고지순한테 사랑에 다시 한 번 감동했어요.,1,1
wldu****,2017.06.30. 11:32,10,울었다 웃었다 진짜 최고ㅠㅠ,1,1
kyes****,2017.06.29. 11:50,10,아너무재밌어용?남자주인공 너무멋있어,1,1
joko****,2017.06.29. 03:15,9,사랑은이런거구나 느끼고 반성하게되는 영화,1,1
zndn****,2017.06.28. 20:48,7,마음이 따듯해지는 영화,1,1
kjja****,2017.06.27. 23:37,10,미국식 유머와 모든 걸 극복하는 사랑의 힘 간 환상적인 조화,1,1
daiw****,2017.06.27. 23:20,10,재개봉영화라 기대하지않고 봤는데 아담샌들러와 드류베리모어의 연기는 정말 대단 하네요..로맨틱코메디의 전설적인 작품 정말 만족합니다. 엔딩신은 최고..,1,1
shin****,2017.06.27. 15:45,10,최고의 영화!! 사랑은 이렇게 해야한다고 생각,1,1
jeon****,2017.06.27. 12:49,10,너무너무 좋아요^__^ 연기도 음악도 스토리도!,1,1
algh****,2017.06.27. 09:56,8,미국식 유머가 돋보이는영화입니다 재밌어요!,1,1
apri****,2017.07.01. 00:17,6,옛 추억에 다시관람했는데 ~ 그냥 볼만 했네요~~,2,2
tpfl****,2017.06.27. 04:25,10,여주인공이 너무 아름다워서 눈을 떼지 못했다,2,2
1597****,2017.06.26. 18:46,6,그냥 무난무난햤어요  ㅎㅎ,2,2
xogh****,2017.06.26. 03:11,10,다시봐도 재밌는 유쾌한 명작,2,2
tgf2****,2017.06.25. 23:52,10,정말 달달하고 예쁜 영화,2,2
aust****,2017.06.25. 20:02,10,주인공의 깊은 이해와 사랑에 감동,2,2
yeno****,2017.06.25. 19:28,10,잼있었어요.. 웃음 감동 모두 있는 영화,2,2
ju97****,2017.06.25. 18:37,7,조금 유치했지만 결말이 좋았던 영화,2,2
duqd****,2017.06.25. 18:06,10,오랜만에 아날로그 감성,2,2
ilov****,2017.06.25. 17:51,10,넘모넘모 재밋었어요ㅎㅎ,2,2
mkzz****,2017.06.25. 17:18,10,웃음과 감동 -만땅~~~~,2,2
ttae****,2017.06.25. 15:41,8,여배우 매력에 풍덩ㅋㅋ,2,2
heoj****,2017.06.25. 14:55,10,"오랜만에 다시 본 영화, 감동이에요!",2,2
pjh2****,2017.06.25. 14:24,10,재밌었습니다. 메시지도 많이 받았구요,2,2
mype****,2017.06.25. 12:31,10,진짜 재밌었어요 진짜 행복을느낍니다,2,2
lkky****,2017.06.25. 02:15,10,봤던 영화인데 다시봐도 재미있었던 영화입니다.,2,2
hkhk****,2017.06.29. 10:51,4,짜만춘듯한 느낌이있었지만그래도 저런사랑하고싶다 라고 느꼈음,3,3
aper****,2017.06.27. 19:31,9,좋았다. 내 아내도 저렇게 이쁘면 좋겠다.,3,3
kmyn****,2017.06.25. 11:34,10,사실 볼 게 없어서 봤는데예상외,3,3
bhta****,2017.06.25. 02:12,10,완전 강추 시간가는줄 모르고 행복한 웃음만 띄면서 봤네요,3,3
jung****,2017.06.24. 22:48,10,마음이 훈훈해지는 로맨스영화였어요~~보길 참 잘했다는 생각이 드네요!,3,3
gene****,2017.06.23. 23:51,10,옛날영화라노잼일줄알앗지만얻는게있었다,3,3
jks3****,2017.06.23. 22:31,10,너무 잼나고 감동있고 슬프고,3,3
djf1****,2017.06.23. 18:53,7,다시 봐도 재밌었어요~~~~,3,3
youn****,2017.06.22. 23:59,10,다시봐도 감동적이고 좋은영화인것같다!,3,3
aigu****,2017.06.22. 22:09,9,재밌어요~~ㅎ!!!,3,3
p538****,2017.06.22. 14:22,10,재미있게 잘 보았습니다,3,3
rohk****,2017.06.25. 03:02,10,명작임 재개봉한 이유가 있음 잔잔한 감동!,4,4
hh00****,2017.06.24. 14:21,10,완전상큼하네요^^유머코드도 재밌고 달달합니다,4,4
dong****,2017.06.23. 21:04,7,빠른전개가 아쉬웠지만 잔잔한감동은 있어요 ㅎㅎ,5,5
byh9****,2017.06.25. 09:58,10,왜재개봉 햇는지 알겠네요 넘따뜻한영화,6,6
dool****,2017.06.25. 04:11,10,하 솔직히 졸잼...  지루할틈없이 전개빠르고 감동있고 로맨스중에는 이게 최고인듯 ...,6,6
pahm****,2017.06.23. 22:57,9,오늘 처음 봤는데 재밌습니다,6,6
paul****,2017.06.22. 20:35,10,배려와 사랑은 기적과 감동을 낳는다는 걸 여실히 보여준 영화. 그리고 아담 샌들러는 사랑입니다.,6,6
jkw0****,2017.06.25. 16:45,9,잔잔한 감동을 주는 영화에요,7,7
craz****,2017.06.24. 01:23,10,첫키스 50번 알로하 봉쥬르,7,7
snsd****,2017.07.07. 23:32,10,썸녀랑 가서 커플되고왔습니다!,9,9
ljj1****,2017.07.22. 10:40,10,봐도봐도 기억에남는 명작 의 기준,0,1
mini****,2017.07.10. 22:05,9,재미밌게봤던거라 재개봉하길래 다시봤어요 너무좋아요,0,1
the_****,2017.07.03. 17:23,9,역시 클래식한 로맨스 무비! 귀엽고 달달하고 배우들 유쾌하고 스토리라인 감동적이고. :),0,1
karj****,2017.07.02. 03:40,10,너무 재밌었어요 완전 강추~~^~^!!,0,1
youn****,2017.07.01. 10:34,10,졸라 잼있음 한번 보세요,0,1
hist****,2017.09.01. 18:46,8,사랑의 힘이란 이런 것이구나.,1,2
kung****,2017.07.01. 15:40,10,언제 봐도 재미있고 유쾌한  영화  편하게 볼 수 있는 영화,1,2
qkrd****,2017.06.28. 23:43,6,그냥 로맨틱영화...ㅋㅋ,1,2
jsu3****,2017.06.28. 18:02,5,난 재미없었어 솔직히 10점짜리 영화는 아니잖아,2,3
97su****,2017.07.14. 16:28,7,재미있게 보았읍니다. 아내가  케이블에서 2번이나 보았다고 하여 약간 반감이 되었지만  발상이 특이 하였읍니다.,0,2
yips****,2017.07.02. 08:48,7,맘이 순수해지는 영화.. 그러나 결론은 뻔함,0,2
gson****,2017.11.06. 02:14,8,약간은 유치한듯 한 줄거리. 그렇지만 이들의 사랑은 너무나 사랑스럽다,3,6
rpg5****,2017.06.23. 20:01,2,주인공들의 키스 횟수와 스크린 앞의 관람객의 한숨 횟수가 비례함.정신없는 스토리 전개와 연출.개연성은 개나 줘버린 하루아침에 뚝딱 바뀐 카사노바 왈가닥 남주인공의 캐릭터 설정.웃으라고 넣어뒀나 의구심이드는 개그코드와역겹고 불쾌한 성유머.,4,17
semi****,2017.07.15. 16:37,1,보다가 나왔다. 평점 남기기도 하찮은 삼류영화,2,24
