,Features_2022,Features_2021,Features_2020,Features_2019,Features_2018
860,문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1
865,월 가구소득,월 가구소득,월 가구소득,월 가구소득,월 가구소득
867,지역규모별,지역규모별,지역규모별,지역규모별,지역규모별
869,동거가족 유무,동거가족 유무,동거가족 유무,동거가족 유무,동거가족 유무
871,부양가족 유무,부양가족 유무,부양가족 유무,부양가족 유무,부양가족 유무
873,건강에 대한 자신감,건강에 대한 자신감,건강에 대한 자신감,건강에 대한 자신감,건강에 대한 자신감
875,고용형태,고용형태,고용형태,고용형태,고용형태
877,직업,직업,직업,직업,직업
878,문A2-5) 참여목적__(6)시민참여교육_2,문A2-5) 참여목적__(6)시민참여교육_2,문A2-5) 참여목적__(6)시민참여교육_2,문A2-5) 참여목적__(6)시민참여교육_2,문A2-5) 참여목적__(6)시민참여교육_2
880,근무기간,근무기간,근무기간,근무기간,근무기간
881,문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2
882,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2
883,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4
884,문B1-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,문B1-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,문B1-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,문B1-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,문B1-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리
885,문B1-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,문B1-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,문B1-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,문B1-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,문B1-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등
886,문B1-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,문B1-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,문B1-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,문B1-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,문B1-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여
887,문B1-10) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__기타,문B1-10) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__기타,문B1-10) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__기타,문B1-10) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__기타,문B1-10) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__기타
888,문B1-3) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__유튜브(Youtube) 등을 활용해서 새로운 정보나 기술을 습득한 적이 있다,문B1-3) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__유튜브(Youtube) 등을 활용해서 새로운 정보나 기술을 습득한 적이 있다,문B1-3) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__유튜브(Youtube) 등을 활용해서 새로운 정보나 기술을 습득한 적이 있다,0,0
889,문H2-1) 평생학습 참여가 삶의 질 향상에 얼마나 도움^ 아직 경험이 없다면 삶의 질 향상에 얼마나 도움이 될 것인지 생각하십니까?__3) 사회참여 만족도,문H2-1) 평생학습 참여가 삶의 질 향상에 얼마나 도움^ 아직 경험이 없다면 삶의 질 향상에 얼마나 도움이 될 것인지 생각하십니까?__3) 사회참여 만족도,문H2-1) 평생학습 참여가 삶의 질 향상에 얼마나 도움^ 아직 경험이 없다면 삶의 질 향상에 얼마나 도움이 될 것인지 생각하십니까?__3) 사회참여 만족도,문H2-1) 평생학습 참여가 삶의 질 향상에 얼마나 도움^ 아직 경험이 없다면 삶의 질 향상에 얼마나 도움이 될 것인지 생각하십니까?__3) 사회참여 만족도,문H2-1) 평생학습 참여가 삶의 질 향상에 얼마나 도움^ 아직 경험이 없다면 삶의 질 향상에 얼마나 도움이 될 것인지 생각하십니까?__3) 사회참여 만족도
890,문B1-4) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__인터넷 뉴스^ E-book 등 온라인매체를 활용해서 새로운 정보나 기술을 습득한 적이 있다,문B1-4) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__인터넷 뉴스^ E-book 등 온라인매체를 활용해서 새로운 정보나 기술을 습득한 적이 있다,문B1-4) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__인터넷 뉴스^ E-book 등 온라인매체를 활용해서 새로운 정보나 기술을 습득한 적이 있다,0,0
891,문H2-1) 평생학습 참여가 삶의 질 향상에 얼마나 도움^ 아직 경험이 없다면 삶의 질 향상에 얼마나 도움이 될 것인지 생각하십니까?__4) 경제적 안정감,문H2-1) 평생학습 참여가 삶의 질 향상에 얼마나 도움^ 아직 경험이 없다면 삶의 질 향상에 얼마나 도움이 될 것인지 생각하십니까?__4) 경제적 안정감,문H2-1) 평생학습 참여가 삶의 질 향상에 얼마나 도움^ 아직 경험이 없다면 삶의 질 향상에 얼마나 도움이 될 것인지 생각하십니까?__4) 경제적 안정감,문H2-1) 평생학습 참여가 삶의 질 향상에 얼마나 도움^ 아직 경험이 없다면 삶의 질 향상에 얼마나 도움이 될 것인지 생각하십니까?__4) 경제적 안정감,문H2-1) 평생학습 참여가 삶의 질 향상에 얼마나 도움^ 아직 경험이 없다면 삶의 질 향상에 얼마나 도움이 될 것인지 생각하십니까?__4) 경제적 안정감
894,문B1-7) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__역사적·자연적·산업적 장소를 방문해서 지식을 습득한 적이 있다,문B1-7) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__역사적·자연적·산업적 장소를 방문해서 지식을 습득한 적이 있다,문B1-7) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__역사적·자연적·산업적 장소를 방문해서 지식을 습득한 적이 있다,문B1-7) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__역사적·자연적·산업적 장소를 방문해서 지식을 습득한 적이 있다,문B1-7) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__역사적·자연적·산업적 장소를 방문해서 지식을 습득한 적이 있다
895,문B1-9) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__축제^ 박람회^ 음악회 등에 참여해서 무언가를 새롭게 배우거나 깊이 있게 알게된 적이 있다,문B1-9) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__축제^ 박람회^ 음악회 등에 참여해서 무언가를 새롭게 배우거나 깊이 있게 알게된 적이 있다,문B1-9) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__축제^ 박람회^ 음악회 등에 참여해서 무언가를 새롭게 배우거나 깊이 있게 알게된 적이 있다,문B1-9) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__축제^ 박람회^ 음악회 등에 참여해서 무언가를 새롭게 배우거나 깊이 있게 알게된 적이 있다,문B1-9) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__축제^ 박람회^ 음악회 등에 참여해서 무언가를 새롭게 배우거나 깊이 있게 알게된 적이 있다
896,문B1-10) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__스포츠^ 등산 등 신체를 움직이는 활동에 참여해서 무언가를 새롭게 배우거나 깊이 있게 알게 된 적이 있다,문B1-10) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__스포츠^ 등산 등 신체를 움직이는 활동에 참여해서 무언가를 새롭게 배우거나 깊이 있게 알게 된 적이 있다,문B1-10) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__스포츠^ 등산 등 신체를 움직이는 활동에 참여해서 무언가를 새롭게 배우거나 깊이 있게 알게 된 적이 있다,문B1-10) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__스포츠^ 등산 등 신체를 움직이는 활동에 참여해서 무언가를 새롭게 배우거나 깊이 있게 알게 된 적이 있다,문B1-10) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__스포츠^ 등산 등 신체를 움직이는 활동에 참여해서 무언가를 새롭게 배우거나 깊이 있게 알게 된 적이 있다
897,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)1,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)1,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)1,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)1,0
898,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)2,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)2,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)2,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)2,0
899,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)3,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)3,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)3,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)3,0
900,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)4,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)4,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)4,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)4,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)4
901,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)7,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)7,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)7,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)7,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)7
902,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)8,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)8,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)8,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)8,0
903,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)9,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)9,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)9,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)9,0
904,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)10,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)10,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)10,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)10,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)10
905,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)11,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)11,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)11,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)11,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)11
906,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)13,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)13,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)13,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)13,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)13
907,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)16,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)16,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)16,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)16,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)16
908,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)17,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)17,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)17,0,0
909,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월,DQ12. 귀하의 현재 직장에서의 근무기간은 얼마나 되십니까?__개월
910,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)20,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)20,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)20,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)20,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)20
911,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)22,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)22,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)22,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)22,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)22
912,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)26,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)26,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)26,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)26,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)26
913,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)28,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)28,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)28,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)28,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)28
914,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30
915,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)31,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)31,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)31,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)31,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)31
916,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)3,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)3,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)3,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)3,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)3
917,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)4,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)4,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)4,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)4,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)4
918,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)6,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)6,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)6,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)6,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)6
919,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)8,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)8,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)8,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)8,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)8
920,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)9,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)9,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)9,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)9,문C2-1) 평생교육에 참여하지 못했던 이유는 무엇입니까? (중복응답)9
921,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?,문D1) 귀하께서는 작년에 평생교육 프로그램 관련 정보를 접한 적이 있습니까?
922,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)4,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)4,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)4,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)4,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)4
923,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)9,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)9,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)9,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)9,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)9
924,문D1-2) 얻은 정보를 바탕으로 해당 평생교육 프로그램에 참여 하셨습니까?,문D1-2) 얻은 정보를 바탕으로 해당 평생교육 프로그램에 참여 하셨습니까?,문D1-2) 얻은 정보를 바탕으로 해당 평생교육 프로그램에 참여 하셨습니까?,0,문D1-2) 얻은 정보를 바탕으로 해당 평생교육 프로그램에 참여 하셨습니까?
925,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.,문E1-1) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 책이나 판서 수업 중심으로 공부하는 것이 익숙하고 잘된다.
926,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.,문E1-2) 자신의 학습패턴에 관하여 어느 정도 동의하시는지 동의 정도를 말씀해주시기 바랍니다.__나는 인터넷강의 또는 컴퓨터(전자책^ 태블릿 PC^스마트폰)를 활용한 학습이 익숙하고 잘된다.
